system:index,LST_Day_1km,NDVI,NDVI_Landsat,NDVI_Sentinel,sm_surface,.geo
32_0,15286.194444444445,4000.8695652173915,0.19938588,0.23482232,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48955185202479,22.911531321468395]}"
33_0,15340.085714285715,4185.021739130435,0.19776191,0.2677132,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,23.010346002721544]}"
34_0,15344.739726027397,2198.3260869565215,0.12078545,0.1317792,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53446761623077,23.046278614086326]}"
35_0,15361.352112676057,4344.413043478261,0.20464283,0.25941074,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52548446338957,23.14509329533947]}"
36_0,15346.611111111111,4667.54347826087,0.20623392,0.2873828,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,22.947463932833177]}"
37_0,15389.506849315068,3912.021739130435,0.15696701,0.2369491,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59734968611913,23.127126989657082]}"
38_0,15372.0,4211.391304347826,0.21640114,0.23971167,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59734968611913,23.172042753863057]}"
39_0,15319.534246575342,4221.891304347826,0.20111698,0.24778873,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,22.956447085674373]}"
40_0,15363.605633802817,2954.891304347826,0.16896506,0.19524935,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,23.001362849880348]}"
41_0,15392.833333333334,3636.4565217391305,0.16583765,0.22785433,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39073717077164,23.001362849880348]}"
42_0,15322.61971830986,4909.239130434783,0.2342296,0.29128572,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48056869918359,23.172042753863057]}"
43_0,15381.972222222223,4246.304347826087,0.16928878,0.24965064,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48056869918359,23.0911943782923]}"
44_0,15304.133333333333,4575.630434782609,0.20466727,0.26994133,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39972032361284,23.07322807260991]}"
45_0,15386.471428571429,4296.04347826087,0.20989229,0.28132123,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.69616436737228,23.010346002721544]}"
46_0,15360.527777777777,2989.4347826086955,0.11855279,0.19205418,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,23.07322807260991]}"
47_0,15415.74647887324,2076.478260869565,0.09569519,0.10466802,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,23.010346002721544]}"
48_0,15338.671232876712,4087.6739130434785,0.19473895,0.2147833,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44463608781881,23.05526176692752]}"
49_0,15364.385714285714,3481.304347826087,0.19115558,0.21367154,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,23.154076448180668]}"
50_0,15404.527777777777,3401.8260869565215,0.14987138,0.19449456,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4715855463424,23.109160683974693]}"
51_0,15355.869565217392,1448.3478260869565,0.083272316,0.07226091,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55243392191316,23.07322807260991]}"
52_0,15345.25,1941.5652173913043,0.102780074,0.0957863,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51650131054838,23.010346002721544]}"
53_0,15333.864864864865,4749.413043478261,0.23037851,0.29194808,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.42666978213643,22.96543023851557]}"
54_0,15394.549295774648,2359.6521739130435,0.11595245,0.14108674,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,22.956447085674373]}"
55_0,15365.082191780823,3606.4347826086955,0.17731452,0.23890191,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,23.064244919768715]}"
56_0,15297.055555555555,4363.652173913043,0.2168795,0.31961292,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48955185202479,22.938480779991984]}"
57_0,15383.557142857142,3786.0434782608695,0.19242512,0.22820124,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.70514752021347,22.992379697039155]}"
58_0,15355.633802816901,1629.5434782608695,0.09805243,0.096315354,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52548446338957,22.992379697039155]}"
59_0,15394.394366197183,2164.086956521739,0.10275775,0.11873115,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.60633283896033,22.956447085674373]}"
60_0,15319.777777777777,2072.913043478261,0.10450787,0.119973265,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57040022759554,23.010346002721544]}"
61_0,15337.493506493507,4523.630434782609,0.20440371,0.25292623,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39972032361284,23.0911943782923]}"
62_0,15373.520547945205,2585.1521739130435,0.13407291,0.15923533,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.50751815770718,22.992379697039155]}"
63_0,15312.055555555555,2455.804347826087,0.13006638,0.14769648,0.14674136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,23.01932915556274]}"
64_0,15369.366197183099,4753.45652173913,0.2326666,0.27837145,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73209697873706,23.046278614086326]}"
65_0,15338.671232876712,4087.6739130434785,0.22406399,0.29989138,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.43565293497763,23.05526176692752]}"
66_0,15277.383561643835,4941.913043478261,0.2355301,0.32828856,0.14707279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,22.902548168627202]}"
67_0,15375.130434782608,4310.826086956522,0.21271959,0.29042453,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71413067305467,23.05526176692752]}"
68_0,15389.739130434782,1934.8260869565217,0.096326254,0.102038085,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,23.03729546124513]}"
69_0,15339.527027027027,4324.304347826087,0.18049824,0.24466816,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,23.14509329533947]}"
70_0,15347.081081081082,3893.6304347826085,0.20033242,0.24459367,0.14792727,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,22.875598710103617]}"
71_0,15356.028169014084,3517.391304347826,0.15689826,0.20098533,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63328229748392,23.109160683974693]}"
72_0,15314.13698630137,4304.826086956522,0.21636909,0.29481235,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4626023935012,22.96543023851557]}"
73_0,15296.797297297297,4298.521739130435,0.19847439,0.24453808,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63328229748392,22.86661555726242]}"
74_0,15394.814285714287,2002.891304347826,0.11246045,0.14341457,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57040022759554,23.0911943782923]}"
75_0,15246.736111111111,4352.608695652174,0.23915206,0.34884,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48056869918359,22.92051447430959]}"
76_0,15340.222222222223,1925.2173913043478,0.10638639,0.11150743,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51650131054838,22.98339654419796]}"
77_0,15379.605633802817,4277.0,0.20086451,0.2315329,0.1452358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,23.19000905954545]}"
78_0,15389.506849315068,3912.021739130435,0.15696701,0.2369491,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59734968611913,23.127126989657082]}"
79_0,15430.718309859154,3555.195652173913,0.14757623,0.18618362,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48955185202479,23.100177531133497]}"
80_0,15368.507042253521,4168.913043478261,0.18133864,0.21061668,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,23.172042753863057]}"
81_0,15302.605633802817,4812.826086956522,0.22669066,0.33804202,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51650131054838,22.947463932833177]}"
82_0,15387.661764705883,3452.413043478261,0.16933085,0.19189136,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6602317560075,23.163059601021864]}"
83_0,15369.712328767124,4552.5,0.21145263,0.29020292,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4715855463424,23.14509329533947]}"
84_0,15349.901408450703,4032.4565217391305,0.17328331,0.25065693,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63328229748392,22.929497627150788]}"
85_0,15345.712328767124,4223.586956521739,0.22530332,0.2323077,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.42666978213643,23.01932915556274]}"
86_0,15368.583333333334,3787.1521739130435,0.18696976,0.24499346,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6602317560075,22.92051447430959]}"
87_0,15354.75,4637.195652173913,0.22215687,0.26899374,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,22.911531321468395]}"
88_0,15364.808823529413,4642.478260869565,0.23951796,0.29317042,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71413067305467,23.118143836815886]}"
89_0,15331.465753424658,4072.717391304348,0.19936033,0.23139708,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.42666978213643,22.947463932833177]}"
90_0,15437.041666666666,3337.2608695652175,0.13973251,0.12834376,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,23.118143836815886]}"
91_0,15378.728571428572,3358.5,0.16079153,0.18475027,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.64226545032511,23.109160683974693]}"
92_0,15344.92857142857,4426.086956521739,0.2129912,0.25212607,0.14814435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.70514752021347,22.893565015786006]}"
93_0,15381.579710144928,2372.978260869565,0.13528064,0.18748014,0.14593902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,23.109160683974693]}"
94_0,15339.408450704226,4550.760869565217,0.2275031,0.3169485,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,23.181025906704253]}"
95_0,15359.434210526315,2834.3260869565215,0.18688999,0.13540398,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39073717077164,22.98339654419796]}"
96_0,15317.786666666667,4315.217391304348,0.20866129,0.21821024,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63328229748392,22.893565015786006]}"
97_0,15354.3,1646.7826086956522,0.07957696,0.08484256,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53446761623077,23.064244919768715]}"
98_0,15277.027027027027,5018.217391304348,0.24468899,0.32304025,0.14798085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.42666978213643,23.13611014249828]}"
99_0,15446.857142857143,2356.7391304347825,0.1325352,0.17728345,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.68718121453108,23.01932915556274]}"
100_0,15317.492957746479,2533.695652173913,0.11416267,0.12963174,0.14674136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,23.03729546124513]}"
101_0,15371.444444444445,2373.1521739130435,0.10982403,0.12229157,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59734968611913,23.046278614086326]}"
102_0,15396.138888888889,3392.913043478261,0.17456439,0.2169558,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57040022759554,22.929497627150788]}"
103_0,15375.101449275362,1774.695652173913,0.09304914,0.10812219,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55243392191316,23.082211225451108]}"
104_0,15381.45588235294,3268.521739130435,0.14519683,0.18309939,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6602317560075,22.98339654419796]}"
105_0,15355.05633802817,4406.826086956522,0.20922261,0.27224752,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51650131054838,23.14509329533947]}"
106_0,15357.728571428572,4877.282608695652,0.23615155,0.32133973,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73209697873706,23.01932915556274]}"
107_0,15364.5,3447.4347826086955,0.14625232,0.18667674,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,22.938480779991984]}"
108_0,15372.875,4513.282608695652,0.21836236,0.26342168,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48955185202479,23.127126989657082]}"
109_0,15374.055555555555,3350.391304347826,0.18708804,0.18857478,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4715855463424,22.98339654419796]}"
110_0,15315.702702702703,4151.673913043478,0.20457318,0.26304033,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.65124860316631,22.875598710103617]}"
111_0,15406.1,2877.7391304347825,0.13469484,0.18732546,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,23.0911943782923]}"
112_0,15330.13698630137,3982.021739130435,0.19818729,0.24652104,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57938338043674,22.911531321468395]}"
113_0,15331.125,2432.3478260869565,0.124893,0.1364308,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,23.010346002721544]}"
114_0,15346.61971830986,3620.391304347826,0.16832887,0.2002227,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.65124860316631,23.118143836815886]}"
115_0,15377.780821917808,4619.152173913043,0.20693035,0.2418116,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4715855463424,23.13611014249828]}"
116_0,15270.479452054795,4111.173913043478,0.20231214,0.2674892,0.14707279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48056869918359,22.902548168627202]}"
117_0,15392.10294117647,4364.239130434783,0.19572616,0.24945624,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.68718121453108,23.172042753863057]}"
118_0,15362.402597402597,3843.0,0.18307573,0.20824811,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39972032361284,22.98339654419796]}"
119_0,15413.323943661971,3678.804347826087,0.1681665,0.21596126,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57040022759554,22.938480779991984]}"
120_0,15320.739726027397,4507.804347826087,0.21298254,0.28616247,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63328229748392,22.92051447430959]}"
121_0,15339.931506849314,2632.7391304347825,0.12610224,0.1369972,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51650131054838,23.07322807260991]}"
122_0,15335.767123287671,3755.804347826087,0.18320128,0.21355505,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48056869918359,22.956447085674373]}"
123_0,15301.945205479453,2145.5,0.104831085,0.12633641,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57040022759554,23.028312308403933]}"
124_0,15369.647887323943,4455.434782608696,0.20716213,0.2574454,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.50751815770718,23.13611014249828]}"
125_0,15344.180555555555,4449.804347826087,0.22573677,0.25178772,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.70514752021347,22.947463932833177]}"
126_0,15378.028169014084,3323.913043478261,0.16975819,0.23395844,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,23.0911943782923]}"
127_0,15368.520547945205,3636.804347826087,0.16743724,0.21866955,0.14814435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,22.893565015786006]}"
128_0,15349.6,4507.065217391304,0.20663047,0.29212105,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59734968611913,23.13611014249828]}"
129_0,15331.082191780823,4559.434782608696,0.19754359,0.30543724,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.45361924066,22.956447085674373]}"
130_0,15323.86301369863,4827.152173913043,0.23249735,0.2935083,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72311382589587,22.911531321468395]}"
131_0,15339.931506849314,2632.7391304347825,0.12610224,0.1369972,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51650131054838,23.07322807260991]}"
132_0,15374.053333333333,4665.652173913043,0.21481352,0.2981107,0.14798085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39073717077164,23.100177531133497]}"
133_0,15332.342465753425,4321.826086956522,0.21504892,0.30939338,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57938338043674,22.86661555726242]}"
134_0,15360.12676056338,3390.695652173913,0.1580976,0.1423158,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,23.064244919768715]}"
135_0,15360.12676056338,3390.695652173913,0.1580976,0.1423158,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,23.064244919768715]}"
136_0,15391.710144927536,1708.7608695652175,0.09084226,0.08887026,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6602317560075,23.07322807260991]}"
137_0,15376.985507246376,3764.5434782608695,0.19097167,0.2536799,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,23.118143836815886]}"
138_0,15490.068493150686,1810.5869565217392,0.07558677,0.08182636,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,22.974413391356762]}"
139_0,15367.602739726028,3534.9565217391305,0.16215937,0.21467325,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,23.118143836815886]}"
140_0,15365.791666666666,4487.934782608696,0.21003626,0.27364418,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,22.92051447430959]}"
141_0,15351.666666666666,4064.8478260869565,0.15545201,0.23786953,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.38175401793045,23.028312308403933]}"
142_0,15421.869565217392,3450.8260869565215,0.13174453,0.15091711,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,23.100177531133497]}"
143_0,15393.442857142858,3969.0652173913045,0.199993,0.30928758,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.68718121453108,23.010346002721544]}"
144_0,15372.0,4211.391304347826,0.21640114,0.23971167,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59734968611913,23.172042753863057]}"
145_0,15344.931506849314,4058.1521739130435,0.18700673,0.24013567,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44463608781881,23.064244919768715]}"
146_0,15377.830985915492,4767.521739130435,0.23613265,0.34528747,0.14707375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,23.19000905954545]}"
147_0,15388.957142857143,4561.152173913043,0.21769844,0.3103507,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71413067305467,23.046278614086326]}"
148_0,15343.135135135135,4243.239130434783,0.19986601,0.28413495,0.14798085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.45361924066,23.109160683974693]}"
149_0,15373.915492957747,4153.869565217391,0.20047809,0.2603473,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,22.96543023851557]}"
150_0,15332.712328767124,4750.326086956522,0.23371992,0.32392484,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.41768662929523,23.010346002721544]}"
151_0,15355.814285714287,2601.5434782608695,0.16134536,0.3117349,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4626023935012,22.938480779991984]}"
152_0,15332.111111111111,4535.978260869565,0.23882453,0.32917646,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.41768662929523,23.01932915556274]}"
153_0,15363.18309859155,1470.8260869565217,0.08211745,0.09371531,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,22.98339654419796]}"
154_0,15332.94366197183,3516.413043478261,0.17898889,0.15700503,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.60633283896033,23.100177531133497]}"
155_0,15380.859154929578,4106.0,0.20481059,0.23610622,0.14707279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52548446338957,22.875598710103617]}"
156_0,15338.054794520547,4321.95652173913,0.18709302,0.1743332,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,23.118143836815886]}"
157_0,15357.859154929578,3211.978260869565,0.1304275,0.1942841,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,22.947463932833177]}"
158_0,15341.128571428571,3649.608695652174,0.21340838,0.3156337,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55243392191316,22.98339654419796]}"
159_0,15356.884057971014,4197.173913043478,0.19317251,0.25146836,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,23.14509329533947]}"
160_0,15413.0,1792.108695652174,0.08549531,0.11110467,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,23.028312308403933]}"
161_0,15355.92857142857,4641.130434782609,0.20909469,0.2550674,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.68718121453108,22.956447085674373]}"
162_0,15345.222222222223,2002.304347826087,0.09676202,0.097509965,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55243392191316,23.05526176692752]}"
163_0,15363.614285714286,2935.586956521739,0.11658578,0.20532991,0.14593902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,23.118143836815886]}"
164_0,15344.739726027397,2198.3260869565215,0.12078545,0.1317792,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53446761623077,23.046278614086326]}"
165_0,15347.971830985916,4797.847826086957,0.22304152,0.31363687,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.50751815770718,23.154076448180668]}"
166_0,15368.583333333334,3787.1521739130435,0.18696976,0.24499346,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6602317560075,22.92051447430959]}"
167_0,15355.356164383562,4161.934782608696,0.1836627,0.21928288,0.14707279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,22.88458186294481]}"
168_0,15361.098591549297,1832.7173913043478,0.08590878,0.08552892,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57040022759554,23.064244919768715]}"
169_0,15330.57142857143,2942.8260869565215,0.17774588,0.20815177,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,23.03729546124513]}"
170_0,15327.319444444445,4774.239130434783,0.22016416,0.26213205,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.43565293497763,23.0911943782923]}"
171_0,15332.067567567568,3626.3260869565215,0.19182724,0.23157719,0.14673851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,22.911531321468395]}"
172_0,15313.602739726028,4665.891304347826,0.21026802,0.32097307,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.45361924066,22.974413391356762]}"
173_0,15403.72463768116,2643.9565217391305,0.11372593,0.13796893,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,23.0911943782923]}"
174_0,15363.222222222223,2308.1739130434785,0.11103949,0.105920166,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,23.046278614086326]}"
175_0,15353.802816901409,1708.5,0.07563164,0.06862468,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.65124860316631,23.001362849880348]}"
176_0,15313.602739726028,4665.891304347826,0.21026802,0.32097307,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.45361924066,22.974413391356762]}"
177_0,15316.166666666666,2226.0,0.11454547,0.1349926,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52548446338957,23.01932915556274]}"
178_0,15360.9,3906.4565217391305,0.18796898,0.24672604,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73209697873706,23.001362849880348]}"
179_0,15349.805555555555,3833.6739130434785,0.20442396,0.21588038,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.43565293497763,23.03729546124513]}"
180_0,15348.333333333334,3981.413043478261,0.19535664,0.25876895,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39073717077164,23.0911943782923]}"
181_0,15352.739726027397,3057.021739130435,0.1662902,0.20654483,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,22.911531321468395]}"
182_0,15315.608108108108,4270.978260869565,0.21487239,0.2827367,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,22.857632404421224]}"
183_0,15341.128571428571,3649.608695652174,0.21340838,0.3156337,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55243392191316,22.98339654419796]}"
184_0,15368.583333333334,3787.1521739130435,0.18696976,0.24499346,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6602317560075,22.92051447430959]}"
185_0,15406.352112676057,2258.478260869565,0.10005163,0.14391713,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,23.046278614086326]}"
186_0,15355.05633802817,4406.826086956522,0.20922261,0.27224752,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51650131054838,23.14509329533947]}"
187_0,15360.12676056338,3390.695652173913,0.1580976,0.1423158,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,23.064244919768715]}"
188_0,15357.40579710145,2360.086956521739,0.14298433,0.121888645,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,23.109160683974693]}"
189_0,15316.027777777777,4495.45652173913,0.22475827,0.24414062,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.43565293497763,23.07322807260991]}"
190_0,15377.842857142858,2412.8260869565215,0.12068552,0.11470294,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44463608781881,22.92051447430959]}"
191_0,15361.957142857143,4880.782608695652,0.23617382,0.36418888,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,23.163059601021864]}"
192_0,15388.333333333334,3689.3260869565215,0.18922417,0.26828098,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.69616436737228,23.07322807260991]}"
193_0,15313.266666666666,4247.065217391304,0.20448753,0.27017006,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39073717077164,23.07322807260991]}"
194_0,15362.698630136987,3797.586956521739,0.16833898,0.20758906,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,22.92051447430959]}"
195_0,15354.236111111111,4560.217391304348,0.22591694,0.31380376,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48056869918359,23.154076448180668]}"
